code_du_departement,nom_departement,code_du_canton,libelle_du_canton,annee,inscrits,abstentions,pourcentage_abstention_inscrit,votants,pourcentage_votant_inscrit,blancs_et_nuls,pourcentage_blanc_nuls_inscrit,pourcentage_blanc_nuls_votant,exprimes,pourcentage_exprimes_inscrits,pourcentage_exprimes_votants,sexe,nom,prenom,voix,pourcentage_voix_inscrits,pourcentage_voix_exprimes,sexe_2,nom_2,prenom_2,voix_2,pourcentage_voix_inscrits_2,pourcentage_voix_exprimes_2
2B,HAUTE CORSE,58,VENACO,2002,1799,584,32.46,1215,67.54,157,8.73,12.92,1058,58.81,87.08,M,CHIRAC,JACQUES,960,53.36,90.74,M,LE PEN,JEAN-MARIE,98,5.45,9.26
2B,HAUTE CORSE,59,VESCOVATO,2002,5110,1741,34.07,3369,65.93,229,4.48,6.8,3140,61.45,93.2,M,CHIRAC,JACQUES,2553,49.96,81.31,M,LE PEN,JEAN-MARIE,587,11.49,18.69
2B,HAUTE CORSE,60,VEZZANI,2002,1682,762,45.3,920,54.7,135,08.03,14.67,785,46.67,85.33,M,CHIRAC,JACQUES,676,40.19,86.11,M,LE PEN,JEAN-MARIE,109,6.48,13.89
2B,HAUTE CORSE,67,BASTIA-3,2002,1448,488,33.7,960,66.3,63,4.35,6.56,897,61.95,93.44,M,CHIRAC,JACQUES,710,49.03,79.15,M,LE PEN,JEAN-MARIE,187,12.91,20.85
2B,HAUTE CORSE,68,BASTIA-4,2002,1138,345,30.32,793,69.68,322,28.3,40.61,471,41.39,59.39,M,CHIRAC,JACQUES,377,33.13,80.04,M,LE PEN,JEAN-MARIE,94,8.26,19.96
2B,HAUTE CORSE,69,BASTIA-5,2002,4365,1659,38.01,2706,61.99,160,3.67,5.91,2546,58.33,94.09,M,CHIRAC,JACQUES,1912,43.8,75.1,M,LE PEN,JEAN-MARIE,634,14.52,24.9
2B,HAUTE CORSE,71,BASTIA-6,2002,6892,2264,32.85,4628,67.15,1240,17.99,26.79,3388,49.16,73.21,M,CHIRAC,JACQUES,2639,38.29,77.89,M,LE PEN,JEAN-MARIE,749,10.87,22.11
21,COTE D'OR,1,AIGNAY-LE-DUC,2002,1440,243,16.88,1197,83.13,64,4.44,5.35,1133,78.68,94.65,M,CHIRAC,JACQUES,916,63.61,80.85,M,LE PEN,JEAN-MARIE,217,15.07,19.15
21,COTE D'OR,2,ARNAY-LE-DUC,2002,4268,890,20.85,3378,79.15,262,6.14,7.76,3116,73.01,92.24,M,CHIRAC,JACQUES,2414,56.56,77.47,M,LE PEN,JEAN-MARIE,702,16.45,22.53
21,COTE D'OR,3,AUXONNE,2002,8938,1863,20.84,7075,79.16,460,5.15,6.5,6615,74.01,93.5,M,CHIRAC,JACQUES,5093,56.98,76.99,M,LE PEN,JEAN-MARIE,1522,17.03,23.01
21,COTE D'OR,4,BAIGNEUX-LES-JUIFS,2002,1356,219,16.15,1137,83.85,56,4.13,4.93,1081,79.72,95.07,M,CHIRAC,JACQUES,925,68.22,85.57,M,LE PEN,JEAN-MARIE,156,11.5,14.43
21,COTE D'OR,5,BEAUNE-NORD,2002,11066,2043,18.46,9023,81.54,409,3.7,4.53,8614,77.84,95.47,M,CHIRAC,JACQUES,7143,64.55,82.92,M,LE PEN,JEAN-MARIE,1471,13.29,17.08
21,COTE D'OR,6,BEAUNE-SUD,2002,13780,2559,18.57,11221,81.43,666,4.83,5.94,10555,76.6,94.06,M,CHIRAC,JACQUES,8572,62.21,81.21,M,LE PEN,JEAN-MARIE,1983,14.39,18.79
21,COTE D'OR,7,BLIGNY-SUR-OUCHE,2002,2415,447,18.51,1968,81.49,159,6.58,08.08,1809,74.91,91.92,M,CHIRAC,JACQUES,1440,59.63,79.6,M,LE PEN,JEAN-MARIE,369,15.28,20.4
21,COTE D'OR,8,CHATILLON-SUR-SEINE,2002,8180,1787,21.85,6393,78.15,393,4.8,6.15,6000,73.35,93.85,M,CHIRAC,JACQUES,4657,56.93,77.62,M,LE PEN,JEAN-MARIE,1343,16.42,22.38
21,COTE D'OR,9,DIJON-1,2002,16870,2756,16.34,14114,83.66,697,4.13,4.94,13417,79.53,95.06,M,CHIRAC,JACQUES,11471,68,85.5,M,LE PEN,JEAN-MARIE,1946,11.54,14.5
21,COTE D'OR,10,DIJON-2,2002,21991,4132,18.79,17859,81.21,952,4.33,5.33,16907,76.88,94.67,M,CHIRAC,JACQUES,14073,63.99,83.24,M,LE PEN,JEAN-MARIE,2834,12.89,16.76
21,COTE D'OR,11,DIJON-3,2002,10563,1860,17.61,8703,82.39,469,4.44,5.39,8234,77.95,94.61,M,CHIRAC,JACQUES,7105,67.26,86.29,M,LE PEN,JEAN-MARIE,1129,10.69,13.71
21,COTE D'OR,12,DIJON-4,2002,10226,2176,21.28,8050,78.72,492,4.81,6.11,7558,73.91,93.89,M,CHIRAC,JACQUES,6256,61.18,82.77,M,LE PEN,JEAN-MARIE,1302,12.73,17.23
21,COTE D'OR,13,FONTAINE-FRANCAISE,2002,2130,403,18.92,1727,81.08,121,5.68,07.01,1606,75.4,92.99,M,CHIRAC,JACQUES,1173,55.07,73.04,M,LE PEN,JEAN-MARIE,433,20.33,26.96
21,COTE D'OR,14,GENLIS,2002,13949,2459,17.63,11490,82.37,788,5.65,6.86,10702,76.72,93.14,M,CHIRAC,JACQUES,8448,60.56,78.94,M,LE PEN,JEAN-MARIE,2254,16.16,21.06
21,COTE D'OR,15,GEVREY-CHAMBERTIN,2002,10597,1769,16.69,8828,83.31,551,5.2,6.24,8277,78.11,93.76,M,CHIRAC,JACQUES,6824,64.4,82.45,M,LE PEN,JEAN-MARIE,1453,13.71,17.55
21,COTE D'OR,16,GRANCEY-LE-CHATEAU-NEUVELLE,2002,955,154,16.13,801,83.87,68,7.12,8.49,733,76.75,91.51,M,CHIRAC,JACQUES,616,64.5,84.04,M,LE PEN,JEAN-MARIE,117,12.25,15.96
21,COTE D'OR,17,IS-SUR-TILLE,2002,8330,1420,17.05,6910,82.95,413,4.96,5.98,6497,78,94.02,M,CHIRAC,JACQUES,5143,61.74,79.16,M,LE PEN,JEAN-MARIE,1354,16.25,20.84
21,COTE D'OR,18,LAIGNES,2002,2854,600,21.02,2254,78.98,162,5.68,7.19,2092,73.3,92.81,M,CHIRAC,JACQUES,1569,54.98,75,M,LE PEN,JEAN-MARIE,523,18.33,25
21,COTE D'OR,19,LIERNAIS,2002,2229,416,18.66,1813,81.34,159,7.13,8.77,1654,74.2,91.23,M,CHIRAC,JACQUES,1289,57.83,77.93,M,LE PEN,JEAN-MARIE,365,16.38,22.07
21,COTE D'OR,20,MIREBEAU-SUR-BEZE,2002,5635,812,14.41,4823,85.59,299,5.31,6.2,4524,80.28,93.8,M,CHIRAC,JACQUES,3601,63.9,79.6,M,LE PEN,JEAN-MARIE,923,16.38,20.4
21,COTE D'OR,21,MONTBARD,2002,8297,1610,19.4,6687,80.6,585,07.05,8.75,6102,73.54,91.25,M,CHIRAC,JACQUES,5011,60.4,82.12,M,LE PEN,JEAN-MARIE,1091,13.15,17.88
21,COTE D'OR,22,MONTIGNY-SUR-AUBE,2002,2134,420,19.68,1714,80.32,95,4.45,5.54,1619,75.87,94.46,M,CHIRAC,JACQUES,1137,53.28,70.23,M,LE PEN,JEAN-MARIE,482,22.59,29.77
21,COTE D'OR,23,NOLAY,2002,4899,892,18.21,4007,81.79,262,5.35,6.54,3745,76.44,93.46,M,CHIRAC,JACQUES,2966,60.54,79.2,M,LE PEN,JEAN-MARIE,779,15.9,20.8
21,COTE D'OR,24,NUITS-SAINT-GEORGES,2002,10323,1815,17.58,8508,82.42,649,6.29,7.63,7859,76.13,92.37,M,CHIRAC,JACQUES,6295,60.98,80.1,M,LE PEN,JEAN-MARIE,1564,15.15,19.9
21,COTE D'OR,25,PONTAILLER-SUR-SAONE,2002,5486,1021,18.61,4465,81.39,323,5.89,7.23,4142,75.5,92.77,M,CHIRAC,JACQUES,3135,57.15,75.69,M,LE PEN,JEAN-MARIE,1007,18.36,24.31
21,COTE D'OR,26,POUILLY-EN-AUXOIS,2002,4099,650,15.86,3449,84.14,206,05.03,5.97,3243,79.12,94.03,M,CHIRAC,JACQUES,2504,61.09,77.21,M,LE PEN,JEAN-MARIE,739,18.03,22.79
21,COTE D'OR,27,PRECY-SOUS-THIL,2002,2269,338,14.9,1931,85.1,149,6.57,7.72,1782,78.54,92.28,M,CHIRAC,JACQUES,1431,63.07,80.3,M,LE PEN,JEAN-MARIE,351,15.47,19.7
21,COTE D'OR,28,RECEY-SUR-OURCE,2002,1869,378,20.22,1491,79.78,74,3.96,4.96,1417,75.82,95.04,M,CHIRAC,JACQUES,1131,60.51,79.82,M,LE PEN,JEAN-MARIE,286,15.3,20.18
21,COTE D'OR,29,SAINT-JEAN-DE-LOSNE,2002,7430,1536,20.67,5894,79.33,405,5.45,6.87,5489,73.88,93.13,M,CHIRAC,JACQUES,3916,52.71,71.34,M,LE PEN,JEAN-MARIE,1573,21.17,28.66
21,COTE D'OR,30,SAINT-SEINE-L'ABBAYE,2002,2517,440,17.48,2077,82.52,95,3.77,4.57,1982,78.74,95.43,M,CHIRAC,JACQUES,1576,62.61,79.52,M,LE PEN,JEAN-MARIE,406,16.13,20.48
21,COTE D'OR,31,SAULIEU,2002,4709,923,19.6,3786,80.4,226,4.8,5.97,3560,75.6,94.03,M,CHIRAC,JACQUES,2733,58.04,76.77,M,LE PEN,JEAN-MARIE,827,17.56,23.23
21,COTE D'OR,32,SELONGEY,2002,2776,502,18.08,2274,81.92,166,5.98,7.3,2108,75.94,92.7,M,CHIRAC,JACQUES,1678,60.45,79.6,M,LE PEN,JEAN-MARIE,430,15.49,20.4
21,COTE D'OR,33,SEMUR-EN-AUXOIS,2002,6900,1047,15.17,5853,84.83,384,5.57,6.56,5469,79.26,93.44,M,CHIRAC,JACQUES,4618,66.93,84.44,M,LE PEN,JEAN-MARIE,851,12.33,15.56
21,COTE D'OR,34,SEURRE,2002,6278,1233,19.64,5045,80.36,317,05.05,6.28,4728,75.31,93.72,M,CHIRAC,JACQUES,3658,58.27,77.37,M,LE PEN,JEAN-MARIE,1070,17.04,22.63
21,COTE D'OR,35,SOMBERNON,2002,4966,868,17.48,4098,82.52,273,5.5,6.66,3825,77.02,93.34,M,CHIRAC,JACQUES,2963,59.67,77.46,M,LE PEN,JEAN-MARIE,862,17.36,22.54
21,COTE D'OR,36,VENAREY-LES-LAUMES,2002,5896,1126,19.1,4770,80.9,334,5.66,7,4436,75.24,93,M,CHIRAC,JACQUES,3597,61.01,81.09,M,LE PEN,JEAN-MARIE,839,14.23,18.91
21,COTE D'OR,37,VITTEAUX,2002,2916,548,18.79,2368,81.21,161,5.52,6.8,2207,75.69,93.2,M,CHIRAC,JACQUES,1735,59.5,78.61,M,LE PEN,JEAN-MARIE,472,16.19,21.39
21,COTE D'OR,38,CHENOVE,2002,16946,3314,19.56,13632,80.44,815,4.81,5.98,12817,75.63,94.02,M,CHIRAC,JACQUES,10453,61.68,81.56,M,LE PEN,JEAN-MARIE,2364,13.95,18.44
21,COTE D'OR,39,DIJON-5,2002,15890,2815,17.72,13075,82.28,686,4.32,5.25,12389,77.97,94.75,M,CHIRAC,JACQUES,10358,65.19,83.61,M,LE PEN,JEAN-MARIE,2031,12.78,16.39
21,COTE D'OR,40,DIJON-6,2002,13081,2264,17.31,10817,82.69,417,3.19,3.86,10400,79.5,96.14,M,CHIRAC,JACQUES,9109,69.64,87.59,M,LE PEN,JEAN-MARIE,1291,9.87,12.41
21,COTE D'OR,41,DIJON-7,2002,11654,1960,16.82,9694,83.18,417,3.58,4.3,9277,79.6,95.7,M,CHIRAC,JACQUES,8048,69.06,86.75,M,LE PEN,JEAN-MARIE,1229,10.55,13.25
21,COTE D'OR,42,DIJON-8,2002,8735,1754,20.08,6981,79.92,302,3.46,4.33,6679,76.46,95.67,M,CHIRAC,JACQUES,5503,63,82.39,M,LE PEN,JEAN-MARIE,1176,13.46,17.61
21,COTE D'OR,43,FONTAINE-LES-DIJON,2002,22455,3430,15.27,19025,84.73,924,4.11,4.86,18101,80.61,95.14,M,CHIRAC,JACQUES,15593,69.44,86.14,M,LE PEN,JEAN-MARIE,2508,11.17,13.86
22,COTES D'ARMOR,1,BEGARD,2002,6273,937,14.94,5336,85.06,414,6.6,7.76,4922,78.46,92.24,M,CHIRAC,JACQUES,4377,69.78,88.93,M,LE PEN,JEAN-MARIE,545,8.69,11.07
22,COTES D'ARMOR,2,BELLE-ISLE-EN-TERRE,2002,4499,665,14.78,3834,85.22,295,6.56,7.69,3539,78.66,92.31,M,CHIRAC,JACQUES,3098,68.86,87.54,M,LE PEN,JEAN-MARIE,441,9.8,12.46
22,COTES D'ARMOR,3,BOURBRIAC,2002,3517,531,15.1,2986,84.9,244,6.94,8.17,2742,77.96,91.83,M,CHIRAC,JACQUES,2389,67.93,87.13,M,LE PEN,JEAN-MARIE,353,10.04,12.87
22,COTES D'ARMOR,4,BROONS,2002,6721,994,14.79,5727,85.21,291,4.33,05.08,5436,80.88,94.92,M,CHIRAC,JACQUES,4720,70.23,86.83,M,LE PEN,JEAN-MARIE,716,10.65,13.17
22,COTES D'ARMOR,5,CALLAC,2002,5283,836,15.82,4447,84.18,310,5.87,6.97,4137,78.31,93.03,M,CHIRAC,JACQUES,3638,68.86,87.94,M,LE PEN,JEAN-MARIE,499,9.45,12.06
22,COTES D'ARMOR,6,CAULNES,2002,4365,580,13.29,3785,86.71,258,5.91,6.82,3527,80.8,93.18,M,CHIRAC,JACQUES,3008,68.91,85.28,M,LE PEN,JEAN-MARIE,519,11.89,14.72
22,COTES D'ARMOR,7,CHATELAUDREN,2002,5969,722,12.1,5247,87.9,343,5.75,6.54,4904,82.16,93.46,M,CHIRAC,JACQUES,4291,71.89,87.5,M,LE PEN,JEAN-MARIE,613,10.27,12.5
22,COTES D'ARMOR,8,LA CHEZE,2002,6810,1007,14.79,5803,85.21,331,4.86,5.7,5472,80.35,94.3,M,CHIRAC,JACQUES,4743,69.65,86.68,M,LE PEN,JEAN-MARIE,729,10.7,13.32
22,COTES D'ARMOR,9,COLLINEE,2002,3352,518,15.45,2834,84.55,198,5.91,6.99,2636,78.64,93.01,M,CHIRAC,JACQUES,2302,68.68,87.33,M,LE PEN,JEAN-MARIE,334,9.96,12.67
22,COTES D'ARMOR,10,CORLAY,2002,2413,316,13.1,2097,86.9,147,06.09,07.01,1950,80.81,92.99,M,CHIRAC,JACQUES,1709,70.82,87.64,M,LE PEN,JEAN-MARIE,241,9.99,12.36
22,COTES D'ARMOR,11,DINAN-EST,2002,11297,1812,16.04,9485,83.96,514,4.55,5.42,8971,79.41,94.58,M,CHIRAC,JACQUES,7810,69.13,87.06,M,LE PEN,JEAN-MARIE,1161,10.28,12.94
22,COTES D'ARMOR,12,DINAN-OUEST,2002,17417,2705,15.53,14712,84.47,850,4.88,5.78,13862,79.59,94.22,M,CHIRAC,JACQUES,12201,70.05,88.02,M,LE PEN,JEAN-MARIE,1661,9.54,11.98
22,COTES D'ARMOR,13,ETABLES-SUR-MER,2002,10860,1925,17.73,8935,82.27,402,3.7,4.5,8533,78.57,95.5,M,CHIRAC,JACQUES,7404,68.18,86.77,M,LE PEN,JEAN-MARIE,1129,10.4,13.23
22,COTES D'ARMOR,14,EVRAN,2002,4573,724,15.83,3849,84.17,266,5.82,6.91,3583,78.35,93.09,M,CHIRAC,JACQUES,3022,66.08,84.34,M,LE PEN,JEAN-MARIE,561,12.27,15.66
22,COTES D'ARMOR,15,GOUAREC,2002,2903,461,15.88,2442,84.12,174,5.99,7.13,2268,78.13,92.87,M,CHIRAC,JACQUES,1984,68.34,87.48,M,LE PEN,JEAN-MARIE,284,9.78,12.52
22,COTES D'ARMOR,16,GUINGAMP,2002,15973,2720,17.03,13253,82.97,828,5.18,6.25,12425,77.79,93.75,M,CHIRAC,JACQUES,11133,69.7,89.6,M,LE PEN,JEAN-MARIE,1292,08.09,10.4
22,COTES D'ARMOR,17,JUGON-LES-LACS,2002,5765,811,14.07,4954,85.93,365,6.33,7.37,4589,79.6,92.63,M,CHIRAC,JACQUES,4121,71.48,89.8,M,LE PEN,JEAN-MARIE,468,8.12,10.2
22,COTES D'ARMOR,18,LAMBALLE,2002,14438,2032,14.07,12406,85.93,715,4.95,5.76,11691,80.97,94.24,M,CHIRAC,JACQUES,10563,73.16,90.35,M,LE PEN,JEAN-MARIE,1128,7.81,9.65
22,COTES D'ARMOR,19,LANNION,2002,17973,2928,16.29,15045,83.71,750,4.17,4.99,14295,79.54,95.01,M,CHIRAC,JACQUES,13056,72.64,91.33,M,LE PEN,JEAN-MARIE,1239,6.89,8.67
22,COTES D'ARMOR,20,LANVOLLON,2002,6071,880,14.5,5191,85.5,349,5.75,6.72,4842,79.76,93.28,M,CHIRAC,JACQUES,4229,69.66,87.34,M,LE PEN,JEAN-MARIE,613,10.1,12.66
22,COTES D'ARMOR,21,LEZARDRIEUX,2002,7039,1238,17.59,5801,82.41,283,04.02,4.88,5518,78.39,95.12,M,CHIRAC,JACQUES,4693,66.67,85.05,M,LE PEN,JEAN-MARIE,825,11.72,14.95
22,COTES D'ARMOR,22,LOUDEAC,2002,11324,1912,16.88,9412,83.12,493,4.35,5.24,8919,78.76,94.76,M,CHIRAC,JACQUES,7994,70.59,89.63,M,LE PEN,JEAN-MARIE,925,8.17,10.37
22,COTES D'ARMOR,23,MAEL-CARHAIX,2002,4234,649,15.33,3585,84.67,251,5.93,7,3334,78.74,93,M,CHIRAC,JACQUES,2844,67.17,85.3,M,LE PEN,JEAN-MARIE,490,11.57,14.7
22,COTES D'ARMOR,24,MATIGNON,2002,10668,1584,14.85,9084,85.15,609,5.71,6.7,8475,79.44,93.3,M,CHIRAC,JACQUES,7259,68.04,85.65,M,LE PEN,JEAN-MARIE,1216,11.4,14.35
22,COTES D'ARMOR,25,MERDRIGNAC,2002,5911,819,13.86,5092,86.14,350,5.92,6.87,4742,80.22,93.13,M,CHIRAC,JACQUES,3969,67.15,83.7,M,LE PEN,JEAN-MARIE,773,13.08,16.3
22,COTES D'ARMOR,26,MONCONTOUR,2002,9048,1287,14.22,7761,85.78,489,5.4,6.3,7272,80.37,93.7,M,CHIRAC,JACQUES,6479,71.61,89.1,M,LE PEN,JEAN-MARIE,793,8.76,10.9
22,COTES D'ARMOR,27,MUR-DE-BRETAGNE,2002,2802,391,13.95,2411,86.05,202,7.21,8.38,2209,78.84,91.62,M,CHIRAC,JACQUES,1914,68.31,86.65,M,LE PEN,JEAN-MARIE,295,10.53,13.35
22,COTES D'ARMOR,28,PAIMPOL,2002,15197,2968,19.53,12229,80.47,588,3.87,4.81,11641,76.6,95.19,M,CHIRAC,JACQUES,9937,65.39,85.36,M,LE PEN,JEAN-MARIE,1704,11.21,14.64
22,COTES D'ARMOR,29,PERROS-GUIREC,2002,21481,3667,17.07,17814,82.93,886,4.12,4.97,16928,78.8,95.03,M,CHIRAC,JACQUES,15096,70.28,89.18,M,LE PEN,JEAN-MARIE,1832,8.53,10.82
22,COTES D'ARMOR,30,PLANCOET,2002,9035,1487,16.46,7548,83.54,532,5.89,07.05,7016,77.65,92.95,M,CHIRAC,JACQUES,6170,68.29,87.94,M,LE PEN,JEAN-MARIE,846,9.36,12.06
22,COTES D'ARMOR,31,PLELAN-LE-PETIT,2002,3878,520,13.41,3358,86.59,223,5.75,6.64,3135,80.84,93.36,M,CHIRAC,JACQUES,2759,71.14,88.01,M,LE PEN,JEAN-MARIE,376,9.7,11.99
22,COTES D'ARMOR,32,PLENEUF-VAL-ANDRE,2002,10250,1453,14.18,8797,85.82,463,4.52,5.26,8334,81.31,94.74,M,CHIRAC,JACQUES,7261,70.84,87.13,M,LE PEN,JEAN-MARIE,1073,10.47,12.87
22,COTES D'ARMOR,33,PLESTIN-LES-GREVES,2002,7826,1083,13.84,6743,86.16,416,5.32,6.17,6327,80.85,93.83,M,CHIRAC,JACQUES,5628,71.91,88.95,M,LE PEN,JEAN-MARIE,699,8.93,11.05
22,COTES D'ARMOR,34,PLOEUC-SUR-LIE,2002,6675,927,13.89,5748,86.11,323,4.84,5.62,5425,81.27,94.38,M,CHIRAC,JACQUES,4825,72.28,88.94,M,LE PEN,JEAN-MARIE,600,8.99,11.06
