code_du_departement,nom_departement,code_du_canton,libelle_du_canton,annee,inscrits,abstentions,pourcentage_abstention_inscrit,votants,pourcentage_votant_inscrit,blancs_et_nuls,pourcentage_blanc_nuls_inscrit,pourcentage_blanc_nuls_votant,exprimes,pourcentage_exprimes_inscrits,pourcentage_exprimes_votants,sexe,nom,prenom,voix,pourcentage_voix_inscrits,pourcentage_voix_exprimes,sexe_2,nom_2,prenom_2,voix_2,pourcentage_voix_inscrits_2,pourcentage_voix_exprimes_2
1,AIN,1,AMBERIEU-EN-BUGEY,2002,12839,2750,21.42,10089,78.58,660,5.14,6.54,9429,73.44,93.46,M,CHIRAC,JACQUES,7197,56.06,76.33,M,LE PEN,JEAN-MARIE,2232,17.38,23.67
1,AIN,2,BAGE-LE-CHATEL,2002,9606,1670,17.38,7936,82.62,481,05.01,06.06,7455,77.61,93.94,M,CHIRAC,JACQUES,6137,63.89,82.32,M,LE PEN,JEAN-MARIE,1318,13.72,17.68
1,AIN,3,BELLEGARDE-SUR-VALSERINE,2002,9799,2289,23.36,7510,76.64,404,4.12,5.38,7106,72.52,94.62,M,CHIRAC,JACQUES,5660,57.76,79.65,M,LE PEN,JEAN-MARIE,1446,14.76,20.35
1,AIN,4,BELLEY,2002,10690,1826,17.08,8864,82.92,522,4.88,5.89,8342,78.04,94.11,M,CHIRAC,JACQUES,6687,62.55,80.16,M,LE PEN,JEAN-MARIE,1655,15.48,19.84
1,AIN,5,BOURG-EN-BRESSE-EST,2002,8446,1974,23.37,6472,76.63,296,3.5,4.57,6176,73.12,95.43,M,CHIRAC,JACQUES,5221,61.82,84.54,M,LE PEN,JEAN-MARIE,955,11.31,15.46
1,AIN,6,BRENOD,2002,2551,411,16.11,2140,83.89,120,4.7,5.61,2020,79.18,94.39,M,CHIRAC,JACQUES,1583,62.05,78.37,M,LE PEN,JEAN-MARIE,437,17.13,21.63
1,AIN,7,CEYZERIAT,2002,6017,987,16.4,5030,83.6,281,4.67,5.59,4749,78.93,94.41,M,CHIRAC,JACQUES,3796,63.09,79.93,M,LE PEN,JEAN-MARIE,953,15.84,20.07
1,AIN,8,CHALAMONT,2002,3828,682,17.82,3146,82.18,208,5.43,6.61,2938,76.75,93.39,M,CHIRAC,JACQUES,2170,56.69,73.86,M,LE PEN,JEAN-MARIE,768,20.06,26.14
1,AIN,9,CHAMPAGNE-EN-VALROMEY,2002,3596,730,20.3,2866,79.7,190,5.28,6.63,2676,74.42,93.37,M,CHIRAC,JACQUES,2093,58.2,78.21,M,LE PEN,JEAN-MARIE,583,16.21,21.79
1,AIN,10,CHATILLON-SUR-CHALARONNE,2002,10992,2074,18.87,8918,81.13,417,3.79,4.68,8501,77.34,95.32,M,CHIRAC,JACQUES,6690,60.86,78.7,M,LE PEN,JEAN-MARIE,1811,16.48,21.3
1,AIN,11,COLIGNY,2002,4662,818,17.55,3844,82.45,238,5.11,6.19,3606,77.35,93.81,M,CHIRAC,JACQUES,2843,60.98,78.84,M,LE PEN,JEAN-MARIE,763,16.37,21.16
1,AIN,12,COLLONGES,2002,5359,1032,19.26,4327,80.74,208,3.88,4.81,4119,76.86,95.19,M,CHIRAC,JACQUES,3354,62.59,81.43,M,LE PEN,JEAN-MARIE,765,14.28,18.57
1,AIN,13,FERNEY-VOLTAIRE,2002,14032,2802,19.97,11230,80.03,417,2.97,3.71,10813,77.06,96.29,M,CHIRAC,JACQUES,9342,66.58,86.4,M,LE PEN,JEAN-MARIE,1471,10.48,13.6
1,AIN,14,GEX,2002,13404,2813,20.99,10591,79.01,434,3.24,4.1,10157,75.78,95.9,M,CHIRAC,JACQUES,8454,63.07,83.23,M,LE PEN,JEAN-MARIE,1703,12.71,16.77
1,AIN,15,HAUTEVILLE-LOMPNES,2002,3467,645,18.6,2822,81.4,175,05.05,6.2,2647,76.35,93.8,M,CHIRAC,JACQUES,2160,62.3,81.6,M,LE PEN,JEAN-MARIE,487,14.05,18.4
1,AIN,16,IZERNORE,2002,3256,565,17.35,2691,82.65,173,5.31,6.43,2518,77.33,93.57,M,CHIRAC,JACQUES,1886,57.92,74.9,M,LE PEN,JEAN-MARIE,632,19.41,25.1
1,AIN,17,LAGNIEU,2002,11828,2215,18.73,9613,81.27,577,4.88,6,9036,76.39,94,M,CHIRAC,JACQUES,6954,58.79,76.96,M,LE PEN,JEAN-MARIE,2082,17.6,23.04
1,AIN,18,LHUIS,2002,3738,762,20.39,2976,79.61,216,5.78,7.26,2760,73.84,92.74,M,CHIRAC,JACQUES,2106,56.34,76.3,M,LE PEN,JEAN-MARIE,654,17.5,23.7
1,AIN,19,MEXIMIEUX,2002,12059,2075,17.21,9984,82.79,530,4.4,5.31,9454,78.4,94.69,M,CHIRAC,JACQUES,6993,57.99,73.97,M,LE PEN,JEAN-MARIE,2461,20.41,26.03
1,AIN,20,MONTLUEL,2002,12339,2139,17.34,10200,82.66,564,4.57,5.53,9636,78.09,94.47,M,CHIRAC,JACQUES,7201,58.36,74.73,M,LE PEN,JEAN-MARIE,2435,19.73,25.27
1,AIN,21,MONTREVEL-EN-BRESSE,2002,9788,1741,17.79,8047,82.21,460,4.7,5.72,7587,77.51,94.28,M,CHIRAC,JACQUES,5996,61.26,79.03,M,LE PEN,JEAN-MARIE,1591,16.25,20.97
1,AIN,22,NANTUA,2002,7219,1318,18.26,5901,81.74,290,04.02,4.91,5611,77.73,95.09,M,CHIRAC,JACQUES,4230,58.6,75.39,M,LE PEN,JEAN-MARIE,1381,19.13,24.61
1,AIN,23,OYONNAX-NORD,2002,9420,2163,22.96,7257,77.04,373,3.96,5.14,6884,73.08,94.86,M,CHIRAC,JACQUES,5251,55.74,76.28,M,LE PEN,JEAN-MARIE,1633,17.34,23.72
1,AIN,24,PONCIN,2002,4545,847,18.64,3698,81.36,242,5.32,6.54,3456,76.04,93.46,M,CHIRAC,JACQUES,2587,56.92,74.86,M,LE PEN,JEAN-MARIE,869,19.12,25.14
1,AIN,25,PONT-D'AIN,2002,8240,1390,16.87,6850,83.13,432,5.24,6.31,6418,77.89,93.69,M,CHIRAC,JACQUES,4907,59.55,76.46,M,LE PEN,JEAN-MARIE,1511,18.34,23.54
1,AIN,26,PONT-DE-VAUX,2002,5868,1160,19.77,4708,80.23,267,4.55,5.67,4441,75.68,94.33,M,CHIRAC,JACQUES,3512,59.85,79.08,M,LE PEN,JEAN-MARIE,929,15.83,20.92
1,AIN,27,PONT-DE-VEYLE,2002,7969,1448,18.17,6521,81.83,373,4.68,5.72,6148,77.15,94.28,M,CHIRAC,JACQUES,4928,61.84,80.16,M,LE PEN,JEAN-MARIE,1220,15.31,19.84
1,AIN,28,SAINT-RAMBERT-EN-BUGEY,2002,3427,786,22.94,2641,77.06,173,05.05,6.55,2468,72.02,93.45,M,CHIRAC,JACQUES,1775,51.79,71.92,M,LE PEN,JEAN-MARIE,693,20.22,28.08
1,AIN,29,SAINT-TRIVIER-DE-COURTES,2002,4106,870,21.19,3236,78.81,173,4.21,5.35,3063,74.6,94.65,M,CHIRAC,JACQUES,2361,57.5,77.08,M,LE PEN,JEAN-MARIE,702,17.1,22.92
1,AIN,30,SAINT-TRIVIER-SUR-MOIGNANS,2002,8324,1435,17.24,6889,82.76,406,4.88,5.89,6483,77.88,94.11,M,CHIRAC,JACQUES,4793,57.58,73.93,M,LE PEN,JEAN-MARIE,1690,20.3,26.07
1,AIN,31,SEYSSEL,2002,3663,741,20.23,2922,79.77,190,5.19,6.5,2732,74.58,93.5,M,CHIRAC,JACQUES,2118,57.82,77.53,M,LE PEN,JEAN-MARIE,614,16.76,22.47
1,AIN,32,THOISSEY,2002,8766,1698,19.37,7068,80.63,410,4.68,5.8,6658,75.95,94.2,M,CHIRAC,JACQUES,4931,56.25,74.06,M,LE PEN,JEAN-MARIE,1727,19.7,25.94
1,AIN,33,TREFFORT-CUISIAT,2002,5386,875,16.25,4511,83.75,254,4.72,5.63,4257,79.04,94.37,M,CHIRAC,JACQUES,3465,64.33,81.4,M,LE PEN,JEAN-MARIE,792,14.7,18.6
1,AIN,34,TREVOUX,2002,10712,1883,17.58,8829,82.42,436,04.07,4.94,8393,78.35,95.06,M,CHIRAC,JACQUES,6480,60.49,77.21,M,LE PEN,JEAN-MARIE,1913,17.86,22.79
1,AIN,35,VILLARS-LES-DOMBES,2002,5956,938,15.75,5018,84.25,250,4.2,4.98,4768,80.05,95.02,M,CHIRAC,JACQUES,3629,60.93,76.11,M,LE PEN,JEAN-MARIE,1139,19.12,23.89
1,AIN,36,VIRIEU-LE-GRAND,2002,3032,580,19.13,2452,80.87,174,5.74,7.1,2278,75.13,92.9,M,CHIRAC,JACQUES,1776,58.58,77.96,M,LE PEN,JEAN-MARIE,502,16.56,22.04
1,AIN,37,BOURG-EN-BRESSE-NORD-CENTRE,2002,6636,1578,23.78,5058,76.22,206,3.1,04.07,4852,73.12,95.93,M,CHIRAC,JACQUES,4084,61.54,84.17,M,LE PEN,JEAN-MARIE,768,11.57,15.83
1,AIN,38,BOURG-EN-BRESSE-SUD,2002,7288,1614,22.15,5674,77.85,288,3.95,05.08,5386,73.9,94.92,M,CHIRAC,JACQUES,4559,62.55,84.65,M,LE PEN,JEAN-MARIE,827,11.35,15.35
1,AIN,39,PERONNAS,2002,9031,1766,19.55,7265,80.45,403,4.46,5.55,6862,75.98,94.45,M,CHIRAC,JACQUES,5715,63.28,83.28,M,LE PEN,JEAN-MARIE,1147,12.7,16.72
1,AIN,40,MIRIBEL,2002,12505,2469,19.74,10036,80.26,484,3.87,4.82,9552,76.39,95.18,M,CHIRAC,JACQUES,7317,58.51,76.6,M,LE PEN,JEAN-MARIE,2235,17.87,23.4
1,AIN,41,OYONNAX-SUD,2002,9465,2137,22.58,7328,77.42,328,3.47,4.48,7000,73.96,95.52,M,CHIRAC,JACQUES,5522,58.34,78.89,M,LE PEN,JEAN-MARIE,1478,15.62,21.11
1,AIN,42,REYRIEUX,2002,13458,1961,14.57,11497,85.43,587,4.36,5.11,10910,81.07,94.89,M,CHIRAC,JACQUES,8445,62.75,77.41,M,LE PEN,JEAN-MARIE,2465,18.32,22.59
1,AIN,43,VIRIAT,2002,10884,1737,15.96,9147,84.04,501,4.6,5.48,8646,79.44,94.52,M,CHIRAC,JACQUES,7123,65.44,82.38,M,LE PEN,JEAN-MARIE,1523,13.99,17.62
2,AISNE,1,ANIZY-LE-CHATEAU,2002,7201,1344,18.66,5857,81.34,413,5.74,07.05,5444,75.6,92.95,M,CHIRAC,JACQUES,4224,58.66,77.59,M,LE PEN,JEAN-MARIE,1220,16.94,22.41
2,AISNE,2,AUBENTON,2002,2584,472,18.27,2112,81.73,134,5.19,6.34,1978,76.55,93.66,M,CHIRAC,JACQUES,1349,52.21,68.2,M,LE PEN,JEAN-MARIE,629,24.34,31.8
2,AISNE,3,BOHAIN-EN-VERMANDOIS,2002,10380,2075,19.99,8305,80.01,600,5.78,7.22,7705,74.23,92.78,M,CHIRAC,JACQUES,5417,52.19,70.3,M,LE PEN,JEAN-MARIE,2288,22.04,29.7
2,AISNE,4,BRAINE,2002,7725,1518,19.65,6207,80.35,449,5.81,7.23,5758,74.54,92.77,M,CHIRAC,JACQUES,4231,54.77,73.48,M,LE PEN,JEAN-MARIE,1527,19.77,26.52
2,AISNE,5,LA CAPELLE,2002,6308,1157,18.34,5151,81.66,313,4.96,06.08,4838,76.7,93.92,M,CHIRAC,JACQUES,3422,54.25,70.73,M,LE PEN,JEAN-MARIE,1416,22.45,29.27
2,AISNE,6,LE CATELET,2002,6167,1003,16.26,5164,83.74,374,06.06,7.24,4790,77.67,92.76,M,CHIRAC,JACQUES,3251,52.72,67.87,M,LE PEN,JEAN-MARIE,1539,24.96,32.13
2,AISNE,7,CHARLY,2002,9442,1801,19.07,7641,80.93,479,05.07,6.27,7162,75.85,93.73,M,CHIRAC,JACQUES,5294,56.07,73.92,M,LE PEN,JEAN-MARIE,1868,19.78,26.08
2,AISNE,8,CHATEAU-THIERRY,2002,18482,3443,18.63,15039,81.37,925,5,6.15,14114,76.37,93.85,M,CHIRAC,JACQUES,11147,60.31,78.98,M,LE PEN,JEAN-MARIE,2967,16.05,21.02
2,AISNE,9,CHAUNY,2002,16692,3384,20.27,13308,79.73,877,5.25,6.59,12431,74.47,93.41,M,CHIRAC,JACQUES,9167,54.92,73.74,M,LE PEN,JEAN-MARIE,3264,19.55,26.26
2,AISNE,10,CONDE-EN-BRIE,2002,6102,1077,17.65,5025,82.35,298,4.88,5.93,4727,77.47,94.07,M,CHIRAC,JACQUES,3502,57.39,74.09,M,LE PEN,JEAN-MARIE,1225,20.08,25.91
2,AISNE,11,COUCY-LE-CHATEAU-AUFFRIQUE,2002,8284,1718,20.74,6566,79.26,406,4.9,6.18,6160,74.36,93.82,M,CHIRAC,JACQUES,4442,53.62,72.11,M,LE PEN,JEAN-MARIE,1718,20.74,27.89
2,AISNE,12,CRAONNE,2002,4054,631,15.56,3423,84.44,287,07.08,8.38,3136,77.36,91.62,M,CHIRAC,JACQUES,2373,58.53,75.67,M,LE PEN,JEAN-MARIE,763,18.82,24.33
2,AISNE,13,CRECY-SUR-SERRE,2002,5407,964,17.83,4443,82.17,376,6.95,8.46,4067,75.22,91.54,M,CHIRAC,JACQUES,2990,55.3,73.52,M,LE PEN,JEAN-MARIE,1077,19.92,26.48
2,AISNE,14,LA FERE,2002,8308,1799,21.65,6509,78.35,489,5.89,7.51,6020,72.46,92.49,M,CHIRAC,JACQUES,4442,53.47,73.79,M,LE PEN,JEAN-MARIE,1578,18.99,26.21
2,AISNE,15,FERE-EN-TARDENOIS,2002,6213,1131,18.2,5082,81.8,314,05.05,6.18,4768,76.74,93.82,M,CHIRAC,JACQUES,3472,55.88,72.82,M,LE PEN,JEAN-MARIE,1296,20.86,27.18
2,AISNE,16,GUISE,2002,7875,1680,21.33,6195,78.67,495,6.29,7.99,5700,72.38,92.01,M,CHIRAC,JACQUES,4191,53.22,73.53,M,LE PEN,JEAN-MARIE,1509,19.16,26.47
2,AISNE,17,HIRSON,2002,14208,3621,25.49,10587,74.51,671,4.72,6.34,9916,69.79,93.66,M,CHIRAC,JACQUES,7644,53.8,77.09,M,LE PEN,JEAN-MARIE,2272,15.99,22.91
2,AISNE,18,LAON-NORD,2002,9694,2018,20.82,7676,79.18,520,5.36,6.77,7156,73.82,93.23,M,CHIRAC,JACQUES,5899,60.85,82.43,M,LE PEN,JEAN-MARIE,1257,12.97,17.57
2,AISNE,19,MARLE,2002,5306,923,17.4,4383,82.6,284,5.35,6.48,4099,77.25,93.52,M,CHIRAC,JACQUES,3110,58.61,75.87,M,LE PEN,JEAN-MARIE,989,18.64,24.13
2,AISNE,20,MOY-DE-L'AISNE,2002,6054,812,13.41,5242,86.59,392,6.48,7.48,4850,80.11,92.52,M,CHIRAC,JACQUES,3538,58.44,72.95,M,LE PEN,JEAN-MARIE,1312,21.67,27.05
2,AISNE,21,NEUFCHATEL-SUR-AISNE,2002,6703,1125,16.78,5578,83.22,360,5.37,6.45,5218,77.85,93.55,M,CHIRAC,JACQUES,4011,59.84,76.87,M,LE PEN,JEAN-MARIE,1207,18.01,23.13
2,AISNE,22,NEUILLY-SAINT-FRONT,2002,6747,1324,19.62,5423,80.38,290,4.3,5.35,5133,76.08,94.65,M,CHIRAC,JACQUES,3738,55.4,72.82,M,LE PEN,JEAN-MARIE,1395,20.68,27.18
2,AISNE,23,LE-NOUVION-EN-THIERACHE,2002,4952,959,19.37,3993,80.63,237,4.79,5.94,3756,75.85,94.06,M,CHIRAC,JACQUES,2682,54.16,71.41,M,LE PEN,JEAN-MARIE,1074,21.69,28.59
2,AISNE,24,OULCHY-LE-CHATEAU,2002,3945,643,16.3,3302,83.7,205,5.2,6.21,3097,78.5,93.79,M,CHIRAC,JACQUES,2267,57.47,73.2,M,LE PEN,JEAN-MARIE,830,21.04,26.8
2,AISNE,25,RIBEMONT,2002,6454,1249,19.35,5205,80.65,394,6.1,7.57,4811,74.54,92.43,M,CHIRAC,JACQUES,3614,56,75.12,M,LE PEN,JEAN-MARIE,1197,18.55,24.88
2,AISNE,26,ROZOY-SUR-SERRE,2002,5936,1105,18.62,4831,81.38,277,4.67,5.73,4554,76.72,94.27,M,CHIRAC,JACQUES,3272,55.12,71.85,M,LE PEN,JEAN-MARIE,1282,21.6,28.15
2,AISNE,27,SAINS-RICHAUMONT,2002,3329,544,16.34,2785,83.66,227,6.82,8.15,2558,76.84,91.85,M,CHIRAC,JACQUES,1834,55.09,71.7,M,LE PEN,JEAN-MARIE,724,21.75,28.3
2,AISNE,28,SAINT-QUENTIN-CENTRE,2002,12232,2336,19.1,9896,80.9,530,4.33,5.36,9366,76.57,94.64,M,CHIRAC,JACQUES,7528,61.54,80.38,M,LE PEN,JEAN-MARIE,1838,15.03,19.62
2,AISNE,29,SAINT-SIMON,2002,8254,1490,18.05,6764,81.95,461,5.59,6.82,6303,76.36,93.18,M,CHIRAC,JACQUES,4649,56.32,73.76,M,LE PEN,JEAN-MARIE,1654,20.04,26.24
2,AISNE,30,SISSONNE,2002,7378,1330,18.03,6048,81.97,410,5.56,6.78,5638,76.42,93.22,M,CHIRAC,JACQUES,4168,56.49,73.93,M,LE PEN,JEAN-MARIE,1470,19.92,26.07
2,AISNE,31,SOISSONS-NORD,2002,14422,3091,21.43,11331,78.57,724,05.02,6.39,10607,73.55,93.61,M,CHIRAC,JACQUES,8134,56.4,76.69,M,LE PEN,JEAN-MARIE,2473,17.15,23.31
2,AISNE,32,VAILLY-SUR-AISNE,2002,7141,1278,17.9,5863,82.1,402,5.63,6.86,5461,76.47,93.14,M,CHIRAC,JACQUES,4016,56.24,73.54,M,LE PEN,JEAN-MARIE,1445,20.24,26.46
2,AISNE,33,VERMAND,2002,7097,1034,14.57,6063,85.43,395,5.57,6.51,5668,79.86,93.49,M,CHIRAC,JACQUES,4294,60.5,75.76,M,LE PEN,JEAN-MARIE,1374,19.36,24.24
2,AISNE,34,VERVINS,2002,6195,1116,18.01,5079,81.99,388,6.26,7.64,4691,75.72,92.36,M,CHIRAC,JACQUES,3461,55.87,73.78,M,LE PEN,JEAN-MARIE,1230,19.85,26.22
2,AISNE,35,VIC-SUR-AISNE,2002,7609,1348,17.72,6261,82.28,367,4.82,5.86,5894,77.46,94.14,M,CHIRAC,JACQUES,4385,57.63,74.4,M,LE PEN,JEAN-MARIE,1509,19.83,25.6
2,AISNE,36,VILLERS-COTTERETS,2002,9592,1943,20.26,7649,79.74,467,4.87,6.11,7182,74.87,93.89,M,CHIRAC,JACQUES,5349,55.77,74.48,M,LE PEN,JEAN-MARIE,1833,19.11,25.52
2,AISNE,37,WASSIGNY,2002,4992,998,19.99,3994,80.01,279,5.59,6.99,3715,74.42,93.01,M,CHIRAC,JACQUES,2586,51.8,69.61,M,LE PEN,JEAN-MARIE,1129,22.62,30.39
2,AISNE,38,LAON-SUD,2002,15287,3260,21.33,12027,78.67,794,5.19,6.6,11233,73.48,93.4,M,CHIRAC,JACQUES,9286,60.74,82.67,M,LE PEN,JEAN-MARIE,1947,12.74,17.33
2,AISNE,39,SAINT-QUENTIN-NORD,2002,15821,2804,17.72,13017,82.28,722,4.56,5.55,12295,77.71,94.45,M,CHIRAC,JACQUES,9778,61.8,79.53,M,LE PEN,JEAN-MARIE,2517,15.91,20.47
2,AISNE,40,SAINT-QUENTIN-SUD,2002,17235,3305,19.18,13930,80.82,926,5.37,6.65,13004,75.45,93.35,M,CHIRAC,JACQUES,10015,58.11,77.01,M,LE PEN,JEAN-MARIE,2989,17.34,22.99
2,AISNE,41,SOISSONS-SUD,2002,15955,3422,21.45,12533,78.55,718,4.5,5.73,11815,74.05,94.27,M,CHIRAC,JACQUES,9055,56.75,76.64,M,LE PEN,JEAN-MARIE,2760,17.3,23.36
2,AISNE,42,TERGNIER,2002,13123,3513,26.77,9610,73.23,791,06.03,8.23,8819,67.2,91.77,M,CHIRAC,JACQUES,6683,50.93,75.78,M,LE PEN,JEAN-MARIE,2136,16.28,24.22
3,ALLIER,1,BOURBON-L'ARCHAMBAULT,2002,5019,831,16.56,4188,83.44,315,6.28,7.52,3873,77.17,92.48,M,CHIRAC,JACQUES,3367,67.09,86.94,M,LE PEN,JEAN-MARIE,506,10.08,13.06
3,ALLIER,2,CERILLY,2002,5162,955,18.5,4207,81.5,295,5.71,07.01,3912,75.78,92.99,M,CHIRAC,JACQUES,3253,63.02,83.15,M,LE PEN,JEAN-MARIE,659,12.77,16.85
3,ALLIER,3,CHANTELLE,2002,4202,682,16.23,3520,83.77,226,5.38,6.42,3294,78.39,93.58,M,CHIRAC,JACQUES,2704,64.35,82.09,M,LE PEN,JEAN-MARIE,590,14.04,17.91
3,ALLIER,4,CHEVAGNES,2002,5573,1011,18.14,4562,81.86,325,5.83,7.12,4237,76.03,92.88,M,CHIRAC,JACQUES,3599,64.58,84.94,M,LE PEN,JEAN-MARIE,638,11.45,15.06
3,ALLIER,5,COMMENTRY,2002,6256,1287,20.57,4969,79.43,336,5.37,6.76,4633,74.06,93.24,M,CHIRAC,JACQUES,4106,65.63,88.63,M,LE PEN,JEAN-MARIE,527,8.42,11.37
3,ALLIER,6,CUSSET-NORD,2002,9054,1464,16.17,7590,83.83,550,06.07,7.25,7040,77.76,92.75,M,CHIRAC,JACQUES,5881,64.95,83.54,M,LE PEN,JEAN-MARIE,1159,12.8,16.46
3,ALLIER,7,DOMPIERRE-SUR-BESBRE,2002,7002,1388,19.82,5614,80.18,404,5.77,7.2,5210,74.41,92.8,M,CHIRAC,JACQUES,4424,63.18,84.91,M,LE PEN,JEAN-MARIE,786,11.23,15.09
3,ALLIER,8,LE DONJON,2002,4287,823,19.2,3464,80.8,268,6.25,7.74,3196,74.55,92.26,M,CHIRAC,JACQUES,2561,59.74,80.13,M,LE PEN,JEAN-MARIE,635,14.81,19.87
3,ALLIER,9,EBREUIL,2002,3563,573,16.08,2990,83.92,206,5.78,6.89,2784,78.14,93.11,M,CHIRAC,JACQUES,2352,66.01,84.48,M,LE PEN,JEAN-MARIE,432,12.12,15.52
3,ALLIER,10,ESCUROLLES,2002,14483,2346,16.2,12137,83.8,779,5.38,6.42,11358,78.42,93.58,M,CHIRAC,JACQUES,9395,64.87,82.72,M,LE PEN,JEAN-MARIE,1963,13.55,17.28
3,ALLIER,11,GANNAT,2002,7222,1351,18.71,5871,81.29,378,5.23,6.44,5493,76.06,93.56,M,CHIRAC,JACQUES,4662,64.55,84.87,M,LE PEN,JEAN-MARIE,831,11.51,15.13
3,ALLIER,12,HERISSON,2002,7199,1208,16.78,5991,83.22,486,6.75,8.11,5505,76.47,91.89,M,CHIRAC,JACQUES,4760,66.12,86.47,M,LE PEN,JEAN-MARIE,745,10.35,13.53
3,ALLIER,13,HURIEL,2002,5946,1123,18.89,4823,81.11,379,6.37,7.86,4444,74.74,92.14,M,CHIRAC,JACQUES,3765,63.32,84.72,M,LE PEN,JEAN-MARIE,679,11.42,15.28
3,ALLIER,14,JALIGNY-SUR-BESBRE,2002,3738,732,19.58,3006,80.42,243,6.5,08.08,2763,73.92,91.92,M,CHIRAC,JACQUES,2245,60.06,81.25,M,LE PEN,JEAN-MARIE,518,13.86,18.75
3,ALLIER,15,LAPALISSE,2002,7335,1392,18.98,5943,81.02,407,5.55,6.85,5536,75.47,93.15,M,CHIRAC,JACQUES,4465,60.87,80.65,M,LE PEN,JEAN-MARIE,1071,14.6,19.35
3,ALLIER,16,LURCY-LEVIS,2002,3841,704,18.33,3137,81.67,227,5.91,7.24,2910,75.76,92.76,M,CHIRAC,JACQUES,2490,64.83,85.57,M,LE PEN,JEAN-MARIE,420,10.93,14.43
3,ALLIER,17,MARCILLAT-EN-COMBRAILLE,2002,4577,779,17.02,3798,82.98,227,4.96,5.98,3571,78.02,94.02,M,CHIRAC,JACQUES,3085,67.4,86.39,M,LE PEN,JEAN-MARIE,486,10.62,13.61
3,ALLIER,18,LE-MAYET-DE-MONTAGNE,2002,4029,757,18.79,3272,81.21,228,5.66,6.97,3044,75.55,93.03,M,CHIRAC,JACQUES,2508,62.25,82.39,M,LE PEN,JEAN-MARIE,536,13.3,17.61
3,ALLIER,19,LE MONTET,2002,3918,635,16.21,3283,83.79,190,4.85,5.79,3093,78.94,94.21,M,CHIRAC,JACQUES,2696,68.81,87.16,M,LE PEN,JEAN-MARIE,397,10.13,12.84
3,ALLIER,20,MONTLUCON-EST,2002,11054,2402,21.73,8652,78.27,560,05.07,6.47,8092,73.2,93.53,M,CHIRAC,JACQUES,7135,64.55,88.17,M,LE PEN,JEAN-MARIE,957,8.66,11.83
3,ALLIER,21,MONTLUCON-OUEST,2002,9084,2095,23.06,6989,76.94,423,4.66,06.05,6566,72.28,93.95,M,CHIRAC,JACQUES,5758,63.39,87.69,M,LE PEN,JEAN-MARIE,808,8.89,12.31
3,ALLIER,22,MONTMARAULT,2002,6015,1076,17.89,4939,82.11,444,7.38,8.99,4495,74.73,91.01,M,CHIRAC,JACQUES,3845,63.92,85.54,M,LE PEN,JEAN-MARIE,650,10.81,14.46
3,ALLIER,23,MOULINS-SUD,2002,10161,2275,22.39,7886,77.61,431,4.24,5.47,7455,73.37,94.53,M,CHIRAC,JACQUES,6459,63.57,86.64,M,LE PEN,JEAN-MARIE,996,9.8,13.36
3,ALLIER,24,MOULINS-OUEST,2002,11007,2309,20.98,8698,79.02,518,4.71,5.96,8180,74.32,94.04,M,CHIRAC,JACQUES,7029,63.86,85.93,M,LE PEN,JEAN-MARIE,1151,10.46,14.07
3,ALLIER,25,NEUILLY-LE-REAL,2002,3867,646,16.71,3221,83.29,263,6.8,8.17,2958,76.49,91.83,M,CHIRAC,JACQUES,2403,62.14,81.24,M,LE PEN,JEAN-MARIE,555,14.35,18.76
3,ALLIER,26,SAINT-POURCAIN-SUR-SIOULE,2002,8046,1501,18.66,6545,81.34,420,5.22,6.42,6125,76.12,93.58,M,CHIRAC,JACQUES,5229,64.99,85.37,M,LE PEN,JEAN-MARIE,896,11.14,14.63
3,ALLIER,27,SOUVIGNY,2002,5169,804,15.55,4365,84.45,258,4.99,5.91,4107,79.45,94.09,M,CHIRAC,JACQUES,3622,70.07,88.19,M,LE PEN,JEAN-MARIE,485,9.38,11.81
3,ALLIER,28,VARENNES-SUR-ALLIER,2002,10718,1885,17.59,8833,82.41,607,5.66,6.87,8226,76.75,93.13,M,CHIRAC,JACQUES,6925,64.61,84.18,M,LE PEN,JEAN-MARIE,1301,12.14,15.82
3,ALLIER,29,VICHY-NORD,2002,9147,2088,22.83,7059,77.17,319,3.49,4.52,6740,73.69,95.48,M,CHIRAC,JACQUES,5467,59.77,81.11,M,LE PEN,JEAN-MARIE,1273,13.92,18.89
3,ALLIER,30,VICHY-SUD,2002,8403,2009,23.91,6394,76.09,306,3.64,4.79,6088,72.45,95.21,M,CHIRAC,JACQUES,4994,59.43,82.03,M,LE PEN,JEAN-MARIE,1094,13.02,17.97
3,ALLIER,31,MONTLUCON-NORD-EST,2002,7444,1676,22.51,5768,77.49,430,5.78,7.45,5338,71.71,92.55,M,CHIRAC,JACQUES,4647,62.43,87.06,M,LE PEN,JEAN-MARIE,691,9.28,12.94
3,ALLIER,32,MONTLUCON-SUD,2002,12266,2437,19.87,9829,80.13,644,5.25,6.55,9185,74.88,93.45,M,CHIRAC,JACQUES,8207,66.91,89.35,M,LE PEN,JEAN-MARIE,978,7.97,10.65
3,ALLIER,33,YZEURE,2002,12136,2114,17.42,10022,82.58,647,5.33,6.46,9375,77.25,93.54,M,CHIRAC,JACQUES,8331,68.65,88.86,M,LE PEN,JEAN-MARIE,1044,8.6,11.14
