code_du_departement,nom_departement,code_du_canton,libelle_du_canton,annee,inscrits,abstentions,pourcentage_abstention_inscrit,votants,pourcentage_votant_inscrit,blancs-et-nuls,% BlNuls/Ins,% BlNuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,sexe,nom,prenom,voix,pourcentage_voix_inscrits,pourcentage_voix_exprimes,sexe,nom,prenom,voix,pourcentage_voix_inscrits,pourcentage_voix_exprimes
3,ALLIER,23,MOULINS-SUD,2012,9748,2270,23.29,7478,76.71,411,4.22,5.5,7067,72.5,94.5,M,HOLLANDE,François,4024,41.28,56.94,M,SARKOZY,Nicolas,3043,31.22,43.06
3,ALLIER,24,MOULINS-OUEST,2012,11045,2179,19.73,8866,80.27,549,4.97,6.19,8317,75.3,93.81,M,HOLLANDE,François,4780,43.28,57.47,M,SARKOZY,Nicolas,3537,32.02,42.53
3,ALLIER,25,NEUILLY-LE-REAL,2012,3961,582,14.69,3379,85.31,247,6.24,7.31,3132,79.07,92.69,M,HOLLANDE,François,1784,45.04,56.96,M,SARKOZY,Nicolas,1348,34.03,43.04
3,ALLIER,26,SAINT-POURCAIN-SUR-SIOULE,2012,8445,1455,17.23,6990,82.77,477,5.65,6.82,6513,77.12,93.18,M,HOLLANDE,François,3492,41.35,53.62,M,SARKOZY,Nicolas,3021,35.77,46.38
3,ALLIER,27,SOUVIGNY,2012,5038,727,14.43,4311,85.57,268,5.32,6.22,4043,80.25,93.78,M,HOLLANDE,François,2397,47.58,59.29,M,SARKOZY,Nicolas,1646,32.67,40.71
3,ALLIER,28,VARENNES-SUR-ALLIER,2012,10640,1718,16.15,8922,83.85,733,6.89,8.22,8189,76.96,91.78,M,HOLLANDE,François,4801,45.12,58.63,M,SARKOZY,Nicolas,3388,31.84,41.37
3,ALLIER,29,VICHY-NORD,2012,9040,2055,22.73,6985,77.27,394,4.36,5.64,6591,72.91,94.36,M,HOLLANDE,François,2752,30.44,41.75,M,SARKOZY,Nicolas,3839,42.47,58.25
3,ALLIER,30,VICHY-SUD,2012,8567,2023,23.61,6544,76.39,400,4.67,6.11,6144,71.72,93.89,M,HOLLANDE,François,2952,34.46,48.05,M,SARKOZY,Nicolas,3192,37.26,51.95
3,ALLIER,31,MONTLUCON-NORD-EST,2012,7436,1710,23,5726,77,380,5.11,6.64,5346,71.89,93.36,M,HOLLANDE,François,3406,45.8,63.71,M,SARKOZY,Nicolas,1940,26.09,36.29
3,ALLIER,32,MONTLUCON-SUD,2012,12189,2348,19.26,9841,80.74,688,5.64,6.99,9153,75.09,93.01,M,HOLLANDE,François,5362,43.99,58.58,M,SARKOZY,Nicolas,3791,31.1,41.42
3,ALLIER,33,YZEURE,2012,12669,1947,15.37,10722,84.63,671,5.3,6.26,10051,79.34,93.74,M,HOLLANDE,François,6264,49.44,62.32,M,SARKOZY,Nicolas,3787,29.89,37.68
3,ALLIER,34,DOMÉRAT-MONTLUÇON-NORD-OUEST,2012,8922,1654,18.54,7268,81.46,564,6.32,7.76,6704,75.14,92.24,M,HOLLANDE,François,4401,49.33,65.65,M,SARKOZY,Nicolas,2303,25.81,34.35
3,ALLIER,35,CUSSET-SUD,2012,10848,1600,14.75,9248,85.25,779,7.18,8.42,8469,78.07,91.58,M,HOLLANDE,François,4683,43.17,55.3,M,SARKOZY,Nicolas,3786,34.9,44.7
4,ALPES DE HAUTE PROVENCE,2,ANNOT,2012,1888,260,13.77,1628,86.23,116,6.14,7.13,1512,80.08,92.87,M,HOLLANDE,François,716,37.92,47.35,M,SARKOZY,Nicolas,796,42.16,52.65
4,ALPES DE HAUTE PROVENCE,3,BANON,2012,2464,326,13.23,2138,86.77,124,5.03,5.8,2014,81.74,94.2,M,HOLLANDE,François,1083,43.95,53.77,M,SARKOZY,Nicolas,931,37.78,46.23
4,ALPES DE HAUTE PROVENCE,4,BARCELONNETTE,2012,5441,942,17.31,4499,82.69,272,5,6.05,4227,77.69,93.95,M,HOLLANDE,François,1769,32.51,41.85,M,SARKOZY,Nicolas,2458,45.18,58.15
4,ALPES DE HAUTE PROVENCE,5,BARRÊME,2012,1228,182,14.82,1046,85.18,82,6.68,7.84,964,78.5,92.16,M,HOLLANDE,François,510,41.53,52.9,M,SARKOZY,Nicolas,454,36.97,47.1
4,ALPES DE HAUTE PROVENCE,6,CASTELLANE,2012,2040,281,13.77,1759,86.23,94,4.61,5.34,1665,81.62,94.66,M,HOLLANDE,François,828,40.59,49.73,M,SARKOZY,Nicolas,837,41.03,50.27
4,ALPES DE HAUTE PROVENCE,7,ALLOS-COLMARS,2012,2023,309,15.27,1714,84.73,84,4.15,4.9,1630,80.57,95.1,M,HOLLANDE,François,709,35.05,43.5,M,SARKOZY,Nicolas,921,45.53,56.5
4,ALPES DE HAUTE PROVENCE,8,DIGNE-EST,2012,6903,1432,20.74,5471,79.26,365,5.29,6.67,5106,73.97,93.33,M,HOLLANDE,François,2733,39.59,53.53,M,SARKOZY,Nicolas,2373,34.38,46.47
4,ALPES DE HAUTE PROVENCE,9,ENTREVAUX,2012,1228,182,14.82,1046,85.18,77,6.27,7.36,969,78.91,92.64,M,HOLLANDE,François,440,35.83,45.41,M,SARKOZY,Nicolas,529,43.08,54.59
4,ALPES DE HAUTE PROVENCE,10,FORCALQUIER,2012,10744,1750,16.29,8994,83.71,513,4.77,5.7,8481,78.94,94.3,M,HOLLANDE,François,4498,41.87,53.04,M,SARKOZY,Nicolas,3983,37.07,46.96
4,ALPES DE HAUTE PROVENCE,11,LA JAVIE,2012,1624,208,12.81,1416,87.19,96,5.91,6.78,1320,81.28,93.22,M,HOLLANDE,François,758,46.67,57.42,M,SARKOZY,Nicolas,562,34.61,42.58
4,ALPES DE HAUTE PROVENCE,12,LE-LAUZET-UBAYE,2012,1218,175,14.37,1043,85.63,66,5.42,6.33,977,80.21,93.67,M,HOLLANDE,François,503,41.3,51.48,M,SARKOZY,Nicolas,474,38.92,48.52
4,ALPES DE HAUTE PROVENCE,13,MANOSQUE-NORD,2012,8896,1678,18.86,7218,81.14,439,4.93,6.08,6779,76.2,93.92,M,HOLLANDE,François,3440,38.67,50.74,M,SARKOZY,Nicolas,3339,37.53,49.26
4,ALPES DE HAUTE PROVENCE,14,LES MEES,2012,8317,1398,16.81,6919,83.19,516,6.2,7.46,6403,76.99,92.54,M,HOLLANDE,François,3178,38.21,49.63,M,SARKOZY,Nicolas,3225,38.78,50.37
4,ALPES DE HAUTE PROVENCE,15,MÉZEL,2012,1783,211,11.83,1572,88.17,96,5.38,6.11,1476,82.78,93.89,M,HOLLANDE,François,858,48.12,58.13,M,SARKOZY,Nicolas,618,34.66,41.87
4,ALPES DE HAUTE PROVENCE,16,LA MOTTE-DU-CAIRE,2012,2139,261,12.2,1878,87.8,143,6.69,7.61,1735,81.11,92.39,M,HOLLANDE,François,855,39.97,49.28,M,SARKOZY,Nicolas,880,41.14,50.72
4,ALPES DE HAUTE PROVENCE,17,MOUSTIERS-SAINTE-MARIE,2012,1029,165,16.03,864,83.97,57,5.54,6.6,807,78.43,93.4,M,HOLLANDE,François,425,41.3,52.66,M,SARKOZY,Nicolas,382,37.12,47.34
4,ALPES DE HAUTE PROVENCE,18,NOYERS-SUR-JABRON,2012,1181,164,13.89,1017,86.11,64,5.42,6.29,953,80.69,93.71,M,HOLLANDE,François,490,41.49,51.42,M,SARKOZY,Nicolas,463,39.2,48.58
4,ALPES DE HAUTE PROVENCE,19,PEYRUIS,2012,3067,477,15.55,2590,84.45,190,6.19,7.34,2400,78.25,92.66,M,HOLLANDE,François,1237,40.33,51.54,M,SARKOZY,Nicolas,1163,37.92,48.46
4,ALPES DE HAUTE PROVENCE,20,REILLANNE,2012,2937,458,15.59,2479,84.41,116,3.95,4.68,2363,80.46,95.32,M,HOLLANDE,François,1242,42.29,52.56,M,SARKOZY,Nicolas,1121,38.17,47.44
4,ALPES DE HAUTE PROVENCE,21,RIEZ,2012,4294,684,15.93,3610,84.07,249,5.8,6.9,3361,78.27,93.1,M,HOLLANDE,François,1647,38.36,49,M,SARKOZY,Nicolas,1714,39.92,51
4,ALPES DE HAUTE PROVENCE,22,SAINT-ANDRÉ-LES-ALPES,2012,1435,191,13.31,1244,86.69,111,7.74,8.92,1133,78.95,91.08,M,HOLLANDE,François,549,38.26,48.46,M,SARKOZY,Nicolas,584,40.7,51.54
4,ALPES DE HAUTE PROVENCE,23,SAINT-ETIENNE-LES-ORGUES,2012,2548,337,13.23,2211,86.77,134,5.26,6.06,2077,81.51,93.94,M,HOLLANDE,François,1093,42.9,52.62,M,SARKOZY,Nicolas,984,38.62,47.38
4,ALPES DE HAUTE PROVENCE,26,SEYNE,2012,2544,389,15.29,2155,84.71,132,5.19,6.13,2023,79.52,93.87,M,HOLLANDE,François,1031,40.53,50.96,M,SARKOZY,Nicolas,992,38.99,49.04
4,ALPES DE HAUTE PROVENCE,27,SISTERON,2012,6764,1094,16.17,5670,83.83,383,5.66,6.75,5287,78.16,93.25,M,HOLLANDE,François,2705,39.99,51.16,M,SARKOZY,Nicolas,2582,38.17,48.84
4,ALPES DE HAUTE PROVENCE,28,TURRIERS,2012,995,123,12.36,872,87.64,64,6.43,7.34,808,81.21,92.66,M,HOLLANDE,François,432,43.42,53.47,M,SARKOZY,Nicolas,376,37.79,46.53
4,ALPES DE HAUTE PROVENCE,29,VALENSOLE,2012,5224,835,15.98,4389,84.02,298,5.7,6.79,4091,78.31,93.21,M,HOLLANDE,François,1913,36.62,46.76,M,SARKOZY,Nicolas,2178,41.69,53.24
4,ALPES DE HAUTE PROVENCE,30,VOLONNE,2012,8807,1324,15.03,7483,84.97,492,5.59,6.57,6991,79.38,93.43,M,HOLLANDE,François,3907,44.36,55.89,M,SARKOZY,Nicolas,3084,35.02,44.11
4,ALPES DE HAUTE PROVENCE,31,DIGNE-OUEST,2012,9697,1532,15.8,8165,84.2,554,5.71,6.79,7611,78.49,93.21,M,HOLLANDE,François,4198,43.29,55.16,M,SARKOZY,Nicolas,3413,35.2,44.84
4,ALPES DE HAUTE PROVENCE,32,MANOSQUE-SUD-EST,2012,6207,1150,18.53,5057,81.47,298,4.8,5.89,4759,76.67,94.11,M,HOLLANDE,François,2475,39.87,52.01,M,SARKOZY,Nicolas,2284,36.8,47.99
4,ALPES DE HAUTE PROVENCE,33,MANOSQUE-SUD-OUEST,2012,9230,1796,19.46,7434,80.54,414,4.49,5.57,7020,76.06,94.43,M,HOLLANDE,François,3276,35.49,46.67,M,SARKOZY,Nicolas,3744,40.56,53.33
5,HAUTES ALPES,1,AIGUILLES,2012,1858,233,12.54,1625,87.46,87,4.68,5.35,1538,82.78,94.65,M,HOLLANDE,François,733,39.45,47.66,M,SARKOZY,Nicolas,805,43.33,52.34
5,HAUTES ALPES,2,L'ARGENTIÈRE-LA-BESSÉE,2012,5359,912,17.02,4447,82.98,259,4.83,5.82,4188,78.15,94.18,M,HOLLANDE,François,2531,47.23,60.43,M,SARKOZY,Nicolas,1657,30.92,39.57
5,HAUTES ALPES,3,ASPRES-SUR-BUECH,2012,1826,279,15.28,1547,84.72,140,7.67,9.05,1407,77.05,90.95,M,HOLLANDE,François,790,43.26,56.15,M,SARKOZY,Nicolas,617,33.79,43.85
5,HAUTES ALPES,4,BARCILLONNETTE,2012,328,30,9.15,298,90.85,25,7.62,8.39,273,83.23,91.61,M,HOLLANDE,François,169,51.52,61.9,M,SARKOZY,Nicolas,104,31.71,38.1
5,HAUTES ALPES,5,LA-BÂTIE-NEUVE,2012,3777,454,12.02,3323,87.98,271,7.18,8.16,3052,80.8,91.84,M,HOLLANDE,François,1461,38.68,47.87,M,SARKOZY,Nicolas,1591,42.12,52.13
5,HAUTES ALPES,6,BRIANÇON-NORD,2012,3736,711,19.03,3025,80.97,184,4.93,6.08,2841,76.04,93.92,M,HOLLANDE,François,1590,42.56,55.97,M,SARKOZY,Nicolas,1251,33.49,44.03
5,HAUTES ALPES,7,CHORGES,2012,3839,529,13.78,3310,86.22,223,5.81,6.74,3087,80.41,93.26,M,HOLLANDE,François,1506,39.23,48.79,M,SARKOZY,Nicolas,1581,41.18,51.21
5,HAUTES ALPES,8,EMBRUN,2012,8448,1433,16.96,7015,83.04,416,4.92,5.93,6599,78.11,94.07,M,HOLLANDE,François,3282,38.85,49.73,M,SARKOZY,Nicolas,3317,39.26,50.27
5,HAUTES ALPES,9,GAP-CAMPAGNE,2012,4048,550,13.59,3498,86.41,233,5.76,6.66,3265,80.66,93.34,M,HOLLANDE,François,1582,39.08,48.45,M,SARKOZY,Nicolas,1683,41.58,51.55
5,HAUTES ALPES,10,LA GRAVE,2012,719,112,15.58,607,84.42,232,32.27,38.22,375,52.16,61.78,M,HOLLANDE,François,134,18.64,35.73,M,SARKOZY,Nicolas,241,33.52,64.27
5,HAUTES ALPES,11,GUILLESTRE,2012,4966,785,15.81,4181,84.19,204,4.11,4.88,3977,80.08,95.12,M,HOLLANDE,François,1733,34.9,43.58,M,SARKOZY,Nicolas,2244,45.19,56.42
5,HAUTES ALPES,12,LARAGNE-MONTEGLIN,2012,4641,643,13.85,3998,86.15,296,6.38,7.4,3702,79.77,92.6,M,HOLLANDE,François,1888,40.68,51,M,SARKOZY,Nicolas,1814,39.09,49
5,HAUTES ALPES,13,MONÊTIER-LES-BAINS,2012,3165,509,16.08,2656,83.92,151,4.77,5.69,2505,79.15,94.31,M,HOLLANDE,François,1064,33.62,42.48,M,SARKOZY,Nicolas,1441,45.53,57.52
5,HAUTES ALPES,14,ORCIERES,2012,1574,246,15.63,1328,84.37,74,4.7,5.57,1254,79.67,94.43,M,HOLLANDE,François,517,32.85,41.23,M,SARKOZY,Nicolas,737,46.82,58.77
5,HAUTES ALPES,15,ORPIERRE,2012,1001,119,11.89,882,88.11,68,6.79,7.71,814,81.32,92.29,M,HOLLANDE,François,492,49.15,60.44,M,SARKOZY,Nicolas,322,32.17,39.56
5,HAUTES ALPES,16,RIBIERS,2012,1404,196,13.96,1208,86.04,239,17.02,19.78,969,69.02,80.22,M,HOLLANDE,François,571,40.67,58.93,M,SARKOZY,Nicolas,398,28.35,41.07
5,HAUTES ALPES,17,ROSANS,2012,1029,107,10.4,922,89.6,56,5.44,6.07,866,84.16,93.93,M,HOLLANDE,François,444,43.15,51.27,M,SARKOZY,Nicolas,422,41.01,48.73
5,HAUTES ALPES,18,SAINT-BONNET,2012,6245,824,13.19,5421,86.81,332,5.32,6.12,5089,81.49,93.88,M,HOLLANDE,François,2374,38.01,46.65,M,SARKOZY,Nicolas,2715,43.47,53.35
5,HAUTES ALPES,19,SAINT-ETIENNE-EN-DEVOLUY,2012,892,171,19.17,721,80.83,28,3.14,3.88,693,77.69,96.12,M,HOLLANDE,François,297,33.3,42.86,M,SARKOZY,Nicolas,396,44.39,57.14
5,HAUTES ALPES,20,SAINT-FIRMIN,2012,1635,222,13.58,1413,86.42,100,6.12,7.08,1313,80.31,92.92,M,HOLLANDE,François,648,39.63,49.35,M,SARKOZY,Nicolas,665,40.67,50.65
5,HAUTES ALPES,21,SAVINES-LE-LAC,2012,1642,218,13.28,1424,86.72,96,5.85,6.74,1328,80.88,93.26,M,HOLLANDE,François,677,41.23,50.98,M,SARKOZY,Nicolas,651,39.65,49.02
5,HAUTES ALPES,22,SERRES,2012,2174,304,13.98,1870,86.02,135,6.21,7.22,1735,79.81,92.78,M,HOLLANDE,François,952,43.79,54.87,M,SARKOZY,Nicolas,783,36.02,45.13
5,HAUTES ALPES,23,TALLARD,2012,4780,659,13.79,4121,86.21,279,5.84,6.77,3842,80.38,93.23,M,HOLLANDE,François,1729,36.17,45,M,SARKOZY,Nicolas,2113,44.21,55
5,HAUTES ALPES,24,VEYNES,2012,3456,466,13.48,2990,86.52,204,5.9,6.82,2786,80.61,93.18,M,HOLLANDE,François,1755,50.78,62.99,M,SARKOZY,Nicolas,1031,29.83,37.01
5,HAUTES ALPES,25,BRIANCON-SUD,2012,7593,1508,19.86,6085,80.14,409,5.39,6.72,5676,74.75,93.28,M,HOLLANDE,François,3184,41.93,56.1,M,SARKOZY,Nicolas,2492,32.82,43.9
5,HAUTES ALPES,26,GAP-CENTRE,2012,5772,1179,20.43,4593,79.57,249,4.31,5.42,4344,75.26,94.58,M,HOLLANDE,François,2133,36.95,49.1,M,SARKOZY,Nicolas,2211,38.31,50.9
5,HAUTES ALPES,27,GAP-NORD-EST,2012,4653,872,18.74,3781,81.26,272,5.85,7.19,3509,75.41,92.81,M,HOLLANDE,François,1947,41.84,55.49,M,SARKOZY,Nicolas,1562,33.57,44.51
5,HAUTES ALPES,28,GAP-NORD-OUEST,2012,2839,498,17.54,2341,82.46,146,5.14,6.24,2195,77.32,93.76,M,HOLLANDE,François,1124,39.59,51.21,M,SARKOZY,Nicolas,1071,37.72,48.79
5,HAUTES ALPES,29,GAP-SUD-EST,2012,6229,1332,21.38,4897,78.62,286,4.59,5.84,4611,74.02,94.16,M,HOLLANDE,François,2343,37.61,50.81,M,SARKOZY,Nicolas,2268,36.41,49.19
5,HAUTES ALPES,30,GAP-SUD-OUEST,2012,7247,1369,18.89,5878,81.11,331,4.57,5.63,5547,76.54,94.37,M,HOLLANDE,François,2785,38.43,50.21,M,SARKOZY,Nicolas,2762,38.11,49.79
6,ALPES MARITIMES,1,ANTIBES-BIOT,2012,26029,4866,18.69,21163,81.31,977,3.75,4.62,20186,77.55,95.38,M,HOLLANDE,François,6827,26.23,33.82,M,SARKOZY,Nicolas,13359,51.32,66.18
6,ALPES MARITIMES,2,LE-BAR-SUR-LOUP,2012,25190,4018,15.95,21172,84.05,981,3.89,4.63,20191,80.15,95.37,M,HOLLANDE,François,7333,29.11,36.32,M,SARKOZY,Nicolas,12858,51.04,63.68
6,ALPES MARITIMES,3,BEAUSOLEIL,2012,7996,2487,31.1,5509,68.9,225,2.81,4.08,5284,66.08,95.92,M,HOLLANDE,François,1636,20.46,30.96,M,SARKOZY,Nicolas,3648,45.62,69.04
6,ALPES MARITIMES,4,BREIL-SUR-ROYA,2012,2831,541,19.11,2290,80.89,151,5.33,6.59,2139,75.56,93.41,M,HOLLANDE,François,1160,40.97,54.23,M,SARKOZY,Nicolas,979,34.58,45.77
6,ALPES MARITIMES,5,ST-LAURENT-DU-VAR-CAGNES-EST,2012,28034,5307,18.93,22727,81.07,1307,4.66,5.75,21420,76.41,94.25,M,HOLLANDE,François,6751,24.08,31.52,M,SARKOZY,Nicolas,14669,52.33,68.48
6,ALPES MARITIMES,6,CANNES-EST,2012,18798,3915,20.83,14883,79.17,473,2.52,3.18,14410,76.66,96.82,M,HOLLANDE,François,3540,18.83,24.57,M,SARKOZY,Nicolas,10870,57.83,75.43
6,ALPES MARITIMES,7,CONTES,2012,12844,2308,17.97,10536,82.03,673,5.24,6.39,9863,76.79,93.61,M,HOLLANDE,François,4116,32.05,41.73,M,SARKOZY,Nicolas,5747,44.74,58.27
6,ALPES MARITIMES,8,COURSEGOULES,2012,2155,321,14.9,1834,85.1,115,5.34,6.27,1719,79.77,93.73,M,HOLLANDE,François,653,30.3,37.99,M,SARKOZY,Nicolas,1066,49.47,62.01
6,ALPES MARITIMES,9,L'ESCARÈNE,2012,7410,1305,17.61,6105,82.39,394,5.32,6.45,5711,77.07,93.55,M,HOLLANDE,François,2227,30.05,38.99,M,SARKOZY,Nicolas,3484,47.02,61.01
6,ALPES MARITIMES,10,GRASSE-SUD,2012,22702,4175,18.39,18527,81.61,914,4.03,4.93,17613,77.58,95.07,M,HOLLANDE,François,6520,28.72,37.02,M,SARKOZY,Nicolas,11093,48.86,62.98
6,ALPES MARITIMES,11,GUILLAUMES,2012,2978,515,17.29,2463,82.71,150,5.04,6.09,2313,77.67,93.91,M,HOLLANDE,François,928,31.16,40.12,M,SARKOZY,Nicolas,1385,46.51,59.88
6,ALPES MARITIMES,12,LEVENS,2012,16199,2476,15.28,13723,84.72,831,5.13,6.06,12892,79.59,93.94,M,HOLLANDE,François,4521,27.91,35.07,M,SARKOZY,Nicolas,8371,51.68,64.93
6,ALPES MARITIMES,13,MENTON-EST,2012,17607,3361,19.09,14246,80.91,789,4.48,5.54,13457,76.43,94.46,M,HOLLANDE,François,4630,26.3,34.41,M,SARKOZY,Nicolas,8827,50.13,65.59
6,ALPES MARITIMES,14,NICE-1,2012,11303,2451,21.68,8852,78.32,398,3.52,4.5,8454,74.79,95.5,M,HOLLANDE,François,3696,32.7,43.72,M,SARKOZY,Nicolas,4758,42.1,56.28
6,ALPES MARITIMES,15,NICE-2,2012,12549,2669,21.27,9880,78.73,409,3.26,4.14,9471,75.47,95.86,M,HOLLANDE,François,3745,29.84,39.54,M,SARKOZY,Nicolas,5726,45.63,60.46
6,ALPES MARITIMES,16,NICE-3,2012,21711,4599,21.18,17112,78.82,1055,4.86,6.17,16057,73.96,93.83,M,HOLLANDE,François,6767,31.17,42.14,M,SARKOZY,Nicolas,9290,42.79,57.86
6,ALPES MARITIMES,17,NICE-4,2012,11182,2684,24,8498,76,298,2.66,3.51,8200,73.33,96.49,M,HOLLANDE,François,2932,26.22,35.76,M,SARKOZY,Nicolas,5268,47.11,64.24
6,ALPES MARITIMES,18,PUGET-THÉNIERS,2012,2606,409,15.69,2197,84.31,162,6.22,7.37,2035,78.09,92.63,M,HOLLANDE,François,959,36.8,47.13,M,SARKOZY,Nicolas,1076,41.29,52.87
6,ALPES MARITIMES,19,ROQUEBILLIÈRE,2012,2892,469,16.22,2423,83.78,172,5.95,7.1,2251,77.84,92.9,M,HOLLANDE,François,994,34.37,44.16,M,SARKOZY,Nicolas,1257,43.46,55.84
6,ALPES MARITIMES,20,ROQUESTERON,2012,3596,627,17.44,2969,82.56,195,5.42,6.57,2774,77.14,93.43,M,HOLLANDE,François,1192,33.15,42.97,M,SARKOZY,Nicolas,1582,43.99,57.03
6,ALPES MARITIMES,21,SAINT-AUBAN,2012,2680,463,17.28,2217,82.72,158,5.9,7.13,2059,76.83,92.87,M,HOLLANDE,François,840,31.34,40.8,M,SARKOZY,Nicolas,1219,45.49,59.2
6,ALPES MARITIMES,22,SAINT-ETIENNE-DE-TINEE,2012,2388,424,17.76,1964,82.24,109,4.56,5.55,1855,77.68,94.45,M,HOLLANDE,François,584,24.46,31.48,M,SARKOZY,Nicolas,1271,53.22,68.52
6,ALPES MARITIMES,23,SAINT-MARTIN-VÉSUBIE,2012,1700,219,12.88,1481,87.12,88,5.18,5.94,1393,81.94,94.06,M,HOLLANDE,François,460,27.06,33.02,M,SARKOZY,Nicolas,933,54.88,66.98
6,ALPES MARITIMES,24,SAINT-SAUVEUR-SUR-TINEE,2012,2811,455,16.19,2356,83.81,137,4.87,5.81,2219,78.94,94.19,M,HOLLANDE,François,916,32.59,41.28,M,SARKOZY,Nicolas,1303,46.35,58.72
6,ALPES MARITIMES,25,SAINT-VALLIER-DE-THIEY,2012,16428,2572,15.66,13856,84.34,786,4.78,5.67,13070,79.56,94.33,M,HOLLANDE,François,4500,27.39,34.43,M,SARKOZY,Nicolas,8570,52.17,65.57
6,ALPES MARITIMES,26,SOSPEL,2012,3447,661,19.18,2786,80.82,182,5.28,6.53,2604,75.54,93.47,M,HOLLANDE,François,1099,31.88,42.2,M,SARKOZY,Nicolas,1505,43.66,57.8
6,ALPES MARITIMES,27,LANTOSQUE,2012,2247,371,16.51,1876,83.49,149,6.63,7.94,1727,76.86,92.06,M,HOLLANDE,François,729,32.44,42.21,M,SARKOZY,Nicolas,998,44.41,57.79
6,ALPES MARITIMES,28,VENCE,2012,21167,3566,16.85,17601,83.15,873,4.12,4.96,16728,79.03,95.04,M,HOLLANDE,François,5892,27.84,35.22,M,SARKOZY,Nicolas,10836,51.19,64.78
6,ALPES MARITIMES,29,VILLARS-SUR-VAR,2012,2713,447,16.48,2266,83.52,149,5.49,6.58,2117,78.03,93.42,M,HOLLANDE,François,863,31.81,40.77,M,SARKOZY,Nicolas,1254,46.22,59.23
6,ALPES MARITIMES,30,VILLEFRANCHE-SUR-MER,2012,16099,3035,18.85,13064,81.15,590,3.66,4.52,12474,77.48,95.48,M,HOLLANDE,François,3260,20.25,26.13,M,SARKOZY,Nicolas,9214,57.23,73.87
6,ALPES MARITIMES,31,TENDE,2012,2301,436,18.95,1865,81.05,102,4.43,5.47,1763,76.62,94.53,M,HOLLANDE,François,721,31.33,40.9,M,SARKOZY,Nicolas,1042,45.28,59.1
6,ALPES MARITIMES,32,NICE-5,2012,18535,3958,21.35,14577,78.65,714,3.85,4.9,13863,74.79,95.1,M,HOLLANDE,François,5802,31.3,41.85,M,SARKOZY,Nicolas,8061,43.49,58.15
6,ALPES MARITIMES,33,NICE-6,2012,17187,3675,21.38,13512,78.62,684,3.98,5.06,12828,74.64,94.94,M,HOLLANDE,François,5136,29.88,40.04,M,SARKOZY,Nicolas,7692,44.75,59.96
6,ALPES MARITIMES,34,LE CANNET,2012,20773,4439,21.37,16334,78.63,677,3.26,4.14,15657,75.37,95.86,M,HOLLANDE,François,4785,23.03,30.56,M,SARKOZY,Nicolas,10872,52.34,69.44
6,ALPES MARITIMES,35,VALLAURIS-ANTIBES-OUEST,2012,30293,6260,20.66,24033,79.34,1101,3.63,4.58,22932,75.7,95.42,M,HOLLANDE,François,8020,26.47,34.97,M,SARKOZY,Nicolas,14912,49.23,65.03
6,ALPES MARITIMES,36,MANDELIEU-CANNES-OUEST,2012,29467,5495,18.65,23972,81.35,1283,4.35,5.35,22689,77,94.65,M,HOLLANDE,François,7636,25.91,33.66,M,SARKOZY,Nicolas,15053,51.08,66.34
6,ALPES MARITIMES,37,NICE-7,2012,14917,2825,18.94,12092,81.06,577,3.87,4.77,11515,77.19,95.23,M,HOLLANDE,François,3946,26.45,34.27,M,SARKOZY,Nicolas,7569,50.74,65.73
6,ALPES MARITIMES,38,NICE-8,2012,12858,2874,22.35,9984,77.65,463,3.6,4.64,9521,74.05,95.36,M,HOLLANDE,François,3519,27.37,36.96,M,SARKOZY,Nicolas,6002,46.68,63.04
6,ALPES MARITIMES,39,NICE-9,2012,21887,4068,18.59,17819,81.41,849,3.88,4.76,16970,77.53,95.24,M,HOLLANDE,François,6082,27.79,35.84,M,SARKOZY,Nicolas,10888,49.75,64.16
6,ALPES MARITIMES,40,NICE-10,2012,21301,4030,18.92,17271,81.08,710,3.33,4.11,16561,77.75,95.89,M,HOLLANDE,François,5351,25.12,32.31,M,SARKOZY,Nicolas,11210,52.63,67.69
6,ALPES MARITIMES,41,NICE-11,2012,19474,3748,19.25,15726,80.75,841,4.32,5.35,14885,76.44,94.65,M,HOLLANDE,François,5863,30.11,39.39,M,SARKOZY,Nicolas,9022,46.33,60.61
6,ALPES MARITIMES,42,NICE-12,2012,12678,2744,21.64,9934,78.36,444,3.5,4.47,9490,74.85,95.53,M,HOLLANDE,François,4124,32.53,43.46,M,SARKOZY,Nicolas,5366,42.33,56.54
6,ALPES MARITIMES,43,NICE-13,2012,17232,3800,22.05,13432,77.95,723,4.2,5.38,12709,73.75,94.62,M,HOLLANDE,François,5654,32.81,44.49,M,SARKOZY,Nicolas,7055,40.94,55.51
6,ALPES MARITIMES,44,NICE-14,2012,13884,3436,24.75,10448,75.25,556,4,5.32,9892,71.25,94.68,M,HOLLANDE,François,4742,34.15,47.94,M,SARKOZY,Nicolas,5150,37.09,52.06
6,ALPES MARITIMES,45,CAGNES-SUR-MER-OUEST,2012,29329,5710,19.47,23619,80.53,1199,4.09,5.08,22420,76.44,94.92,M,HOLLANDE,François,6882,23.46,30.7,M,SARKOZY,Nicolas,15538,52.98,69.3
6,ALPES MARITIMES,46,MOUGINS,2012,33723,6296,18.67,27427,81.33,1262,3.74,4.6,26165,77.59,95.4,M,HOLLANDE,François,8634,25.6,33,M,SARKOZY,Nicolas,17531,51.99,67
